progress,impact,p1,p2,p3,profitability_ratio,time_elapsed_percentage,funding_pace,risk_category
0.5297418140493324,0.4454135637037421,0.17019241090505813,0.21386427861702811,0.26527873147891945,2.5288904416677673,0.1700018516540844,3.1160943771791265,Medio
0.0003566326175107326,0.2497404600536242,0.11894896523066795,0.15113910529417285,0.15515644536901527,1.6980937909673612,0.6917709064770963,0.0005155357274663593,Alto
0.320085425276763,0.28629788037572984,0.15957183879659792,0.16104376214331018,0.21776955650502414,2.1456619917787108,0.7867970234841491,0.40682083907656197,Medio
0.4097966818130073,0.506963291643756,0.09352097322516606,0.11702471940060843,0.12334339071596863,1.3317072571994912,0.3568317858497863,1.1484309920347662,Medio
0.6627376483034261,0.23228760064549925,0.0929253333170112,0.1733548451512929,0.20700632736832186,1.7483798209694728,0.37227387793406175,1.7802421485528246,Bajo
0.6529846078413358,0.04287546181518807,0.09093773743800043,0.2037725518050033,0.2423366133772217,1.9383494616993193,0.42906040890956193,1.5218943400088285,Bajo
0.8425723750624873,0.08327400266367059,0.10702823422086279,0.20633696299356735,0.23870396047047243,2.0394499762824507,0.4003188023005638,2.1047534370615812,Bajo
0.20153319635526767,0.3365885232829817,0.14994650502853613,0.16382884981711662,0.2938747333290327,2.28621067656512,0.22478372757569165,0.8965648827378094,Medio
0.4660569865959987,0.2963239075317608,0.05091155058046892,0.16813168781278487,0.19602127924973092,1.4387442185502013,0.7724718939402238,0.6033319661880975,Alto
0.9360049167643987,0.05472678774279514,0.15241675492331025,0.22480208444243424,0.28304584784569364,2.503227154544051,0.9927817715377683,0.9428103371746792,Bajo
0.34370658506111396,0.14630677885597201,0.12225904149463296,0.231988822482247,0.276740619942553,2.3259286435062645,0.5607326702289833,0.6129597994009451,Medio
0.2243915862012582,0.6717268854707967,0.15499814192629924,0.2485158144949437,0.2516528993741455,2.529804939830773,0.937008756560851,0.239476509296299,Medio
0.7835408550453998,0.19183163061064457,0.0947253645409623,0.23038248034359082,0.28322532893841473,2.1640311520155167,0.2770614876897818,2.8280395863704784,Bajo
0.416514231114049,0.5483560160216541,0.13894481132213882,0.2014770946450469,0.23365313053476783,2.208077002019213,0.32977033614237283,1.2630433530996128,Medio
0.03584332404577395,0.17361565069651874,0.09974107747325348,0.17671131559223097,0.19752353235471137,1.7798579985654788,0.25039854305658926,0.14314509824313743,Alto
0.3528441180575588,0.08976660373408883,0.0968556726036311,0.12212040050426212,0.19056905812124458,1.5397221009667887,0.1453535754040033,2.4274883990768408,Medio
0.8635775623698883,0.026409902315200292,0.14034809072194374,0.21881181086472812,0.23011290785521027,2.273002127392904,0.9056647424756572,0.9535289626151034,Bajo
0.44733551137452965,0.1381316164126105,0.12156868864521057,0.22266553759343527,0.28828954929507433,2.3155239432456343,0.012866401688984406,34.76772466675876,Bajo
0.0793612857731385,0.7588335847186181,0.08364203931405216,0.1906744971213049,0.21212009525210765,1.7680923480479886,0.3928266747528828,0.202026213782612,Alto
0.019351727729862933,0.13729192492067685,0.0587703033991177,0.06670947005258934,0.14312689563223407,0.9752921480222809,0.6600252387219508,0.029319678391897443,Alto
0.8361389284089369,0.15820430681480355,0.17886775633482094,0.19008762586700542,0.22224661968005638,2.386368623294042,0.9706284455486175,0.861440783281738,Bajo
0.3338006526503853,0.4391857152564511,0.1399690395219986,0.17881714487320058,0.21925072254671285,2.0934975966537754,0.4606909898184642,0.7245651858351295,Medio
0.2900243215001477,0.5018798374653839,0.13558375487101942,0.18076903129246583,0.21114550299473137,2.0531460927774465,0.694123503422542,0.4178281243469114,Medio
0.17145576603882962,0.7553851690120401,0.1734315295541,0.23185259499357747,0.24299257874989783,2.5608757378137845,0.04774322094160671,3.591206513874126,Medio
0.7551998488282611,0.2234031823616579,0.13139365503351103,0.18227901308960676,0.2947363835451856,2.241597601908433,0.19490936293613087,3.8746206824129312,Bajo
0.5725698809795892,0.3369039880910394,0.12380035981173672,0.19932775307321293,0.29419386940084435,2.256715996350014,0.6990022235547073,0.8191245488002042,Medio
0.013404719526507347,0.28375930988168285,0.16942011023192882,0.2213879550451563,0.23160122477602774,2.46808358230896,0.09500444885129017,0.14109570329163917,Alto
0.22478888550511833,0.12299649968784615,0.19612903980341972,0.23869816806787786,0.29487258115703474,2.858106081918502,0.4608767466617074,0.48774186837010847,Medio
0.023802466564049718,0.8594056735650071,0.11307109188300468,0.22835536343339255,0.23910775391897413,2.1607963219414366,0.8638740851498492,0.027553166570474096,Alto
0.8255941880152217,0.028658465663039187,0.06329498933334785,0.2469936493309692,0.28189978831017826,2.0265693391000044,0.7584995827954631,1.0884570100519768,Bajo
0.022479009951170692,0.8115089319235971,0.17371673392645298,0.24287152584703148,0.25151758499603954,2.625291771456798,0.9549379501798364,0.023539759779090765,Alto
0.5736164512724597,0.035604549216704404,0.09591161190414588,0.20653711457771196,0.2870889439961734,2.091684114057765,0.31785653532957403,1.8046394757235287,Bajo
0.6452183311270406,0.3477265187003552,0.11616239319562195,0.1559481318946145,0.2934977780660816,2.0445648972426453,0.3173259355548379,2.0332984443861783,Medio
0.5241245777231209,0.27606811040518386,0.150130547064528,0.23002339366868868,0.26687232664862026,2.4680844620324334,0.611493634027797,0.857121887387131,Medio
0.2848948955335816,0.44867045140826933,0.12369814943444461,0.14736243038613722,0.29664136017196796,2.067325948343213,0.7334212375315068,0.38844647653299363,Medio
0.7851546920570025,0.054481554246889614,0.12460943870991413,0.24470485639243525,0.27449515452268153,2.3826900897152994,0.3449700749399381,2.276008120976012,Bajo
0.004195493790127736,0.9236704862650857,0.1352927435865911,0.23877032206338605,0.26604493302242405,2.4060806877099523,0.7329720165976449,0.0057239481114199145,Alto
0.2739749014845556,0.4176091540581936,0.1469215944680153,0.2083134810837841,0.24079476008329134,2.3014224196975146,0.628528197614132,0.43589914107999195,Medio
0.7546567173764195,0.14656215589836416,0.0631615242208668,0.2037361839662952,0.21799340997992953,1.7037537412038481,0.9655754764705016,0.7815616031746581,Medio
0.5278254720720291,0.11681984111109868,0.05479509278713037,0.23260825453689224,0.24393383834370935,1.8245848802921842,0.5714631381828884,0.9236387035398008,Bajo
0.1040322007268938,0.07772191996595598,0.13296798613609762,0.2147154102748422,0.275359582623084,2.324631658438978,0.8565354823397151,0.12145696573213652,Medio
0.3060004292664039,0.3932993113097257,0.15693924201569867,0.2140547062763829,0.2841293034736079,2.493898669818572,0.07343009312685697,4.167234661377334,Medio
0.3264685688639162,0.5647541176746016,0.07918544066346142,0.1717058617739472,0.22242674416480154,1.69487284621094,0.7613006809712879,0.4288299971666895,Alto
0.8712222458514797,0.046611787545805125,0.08045272778430645,0.19333784824747732,0.19629583010164317,1.7185860548340635,0.8696979797715146,1.0017526384048465,Bajo
0.12673900675398175,0.7923988522983306,0.19913034359965337,0.20644277438290715,0.21388007233823955,2.5534252322793343,0.9237383700091714,0.13720227595690695,Alto
0.673444863982025,0.2638001158052745,0.09441841963678446,0.1971395470044155,0.2143360562202987,1.8652285645472075,0.43844823632858004,1.5359734814335864,Medio
0.4225935721209687,0.29579486710869013,0.16504971179240363,0.23569429144740695,0.24839394750309232,2.5363991603880294,0.4689474340331858,0.9011533947130271,Medio
0.05981673233995599,0.5025509235837814,0.1276439838629494,0.2252940457683869,0.2667388904680874,2.309474796945103,0.0814711531329268,0.734207508298798,Alto
0.6640477218482062,0.25714333521179145,0.058643224268559946,0.16130121985496598,0.2442785033559281,1.5820959845244424,0.09239842425683165,7.186786216206588,Medio
0.17307399516109012,0.3531271963770969,0.1075021641254626,0.16492944549020552,0.24115830565133534,1.89326971050075,0.5080845855213258,0.3406401219267568,Alto
